area_name,area_code,year,alcohol_admissions,health_board
Culter,S02001236,2010,475.18,Grampian
"Cults, Bieldside & Milltimber West",S02001237,2010,732.32,Grampian
"Cults, Bieldside & Milltimber East",S02001238,2010,372.46,Grampian
Garthdee,S02001239,2010,1306.45,Grampian
"Braeside, Mannofield, Broomhill & Seafield East",S02001240,2010,359.21,Grampian
"Braeside, Mannofield, Broomhill & Seafield South",S02001241,2010,416.62,Grampian
"Braeside, Mannofield, Broomhill & Seafield North",S02001242,2010,233.21,Grampian
Hazlehead,S02001243,2010,601.08,Grampian
Summerhill,S02001244,2010,1252.81,Grampian
Midstocket,S02001245,2010,275.05,Grampian
Rosemount,S02001246,2010,1055.07,Grampian
West End North,S02001247,2010,422.91,Grampian
West End South,S02001248,2010,474.19,Grampian
City Centre West-Aberdeen City,S02001249,2010,1701.9,Grampian
City Centre East-Aberdeen City,S02001250,2010,1936.62,Grampian
Ferryhill North,S02001251,2010,496.69,Grampian
Ferryhill South,S02001252,2010,511.25,Grampian
"Kincorth, Leggart & Nigg North",S02001253,2010,1522.25,Grampian
"Kincorth, Leggart & Nigg South",S02001254,2010,730.65,Grampian
Cove South,S02001255,2010,248.64,Grampian
Cove North,S02001256,2010,720,Grampian
Torry West,S02001257,2010,1716.22,Grampian
Torry East,S02001258,2010,2273.37,Grampian
Hanover South,S02001259,2010,1393.03,Grampian
Hanover North,S02001260,2010,1283.85,Grampian
George Street,S02001261,2010,2307.82,Grampian
Ashgrove,S02001262,2010,1261.03,Grampian
"Froghall, Powis & Sunnybank",S02001263,2010,709.59,Grampian
Seaton,S02001264,2010,2192.25,Grampian
Old Aberdeen,S02001265,2010,1775.31,Grampian
Tillydrone,S02001266,2010,1682.58,Grampian
Woodside-Abeerdeen City,S02001267,2010,3250.09,Grampian
Hilton,S02001268,2010,1458.38,Grampian
Stockethill,S02001269,2010,2151.63,Grampian
Mastrick,S02001270,2010,1243.37,Grampian
Sheddocksley,S02001271,2010,824.45,Grampian
Cummings Park,S02001272,2010,921.99,Grampian
Northfield,S02001273,2010,1138.49,Grampian
Heathryfold & Middlefield,S02001274,2010,1813.17,Grampian
Kingswells,S02001275,2010,321.92,Grampian
Bucksburn South,S02001276,2010,601.58,Grampian
Bucksburn North,S02001277,2010,683.41,Grampian
Dyce,S02001278,2010,350.96,Grampian
Danestone,S02001279,2010,129.78,Grampian
Oldmachar West,S02001280,2010,299.92,Grampian
Oldmachar East,S02001281,2010,377.42,Grampian
Balgownie & Donmouth West,S02001282,2010,476.99,Grampian
Balgownie & Donmouth East,S02001283,2010,496.51,Grampian
Denmore,S02001284,2010,0,Grampian
East Cairngorms,S02001285,2010,515.47,Grampian
Aboyne & South Deeside,S02001286,2010,282.69,Grampian
Mearns & Laurencekirk,S02001287,2010,271.92,Grampian
Mearns South & Benholm,S02001288,2010,308.13,Grampian
Mearns North & Inverbervie,S02001289,2010,472.96,Grampian
"Fetteresso, Netherley & Catter",S02001290,2010,225.56,Grampian
Stonehaven South,S02001291,2010,331.1,Grampian
Stonehaven North,S02001292,2010,495.39,Grampian
Newtonhill,S02001293,2010,106.41,Grampian
Portlethen,S02001294,2010,394.7,Grampian
Banchory-Devenick & Findon,S02001295,2010,916.51,Grampian
"Dunecht, Durris & Drumoak",S02001296,2010,250.86,Grampian
Banchory East,S02001297,2010,319.36,Grampian
Banchory West,S02001298,2010,650.66,Grampian
Crathes & Torphins,S02001299,2010,150.15,Grampian
Cromar & Kildrummy,S02001300,2010,253.47,Grampian
Howe of Alford,S02001301,2010,514.77,Grampian
Kemnay,S02001302,2010,425.46,Grampian
Inverurie North,S02001303,2010,243.12,Grampian
Inverurie South,S02001304,2010,683.26,Grampian
Durno-Chapel of Garioch,S02001305,2010,0,Grampian
Kintore,S02001306,2010,308.02,Grampian
Blackburn-Aberdeenshire,S02001307,2010,290.59,Grampian
Westhill North & South,S02001308,2010,167.83,Grampian
Westhill Central,S02001309,2010,330.37,Grampian
Garlogie & Elrick,S02001310,2010,304.18,Grampian
Newmachar & Fintray,S02001311,2010,321.9,Grampian
Balmedie & Potterton,S02001312,2010,381.55,Grampian
Ellon East,S02001313,2010,339.67,Grampian
Ellon West,S02001314,2010,295.31,Grampian
Ythanside,S02001315,2010,440.35,Grampian
Ythsie,S02001316,2010,249.73,Grampian
Barrahill,S02001317,2010,273.4,Grampian
Fyvie-Rothie,S02001318,2010,482.37,Grampian
"Insch, Oyne & Ythanwells",S02001319,2010,297.08,Grampian
Clashindarroch,S02001320,2010,155.39,Grampian
Huntly,S02001321,2010,764.83,Grampian
Auchterless & Monquhitter,S02001322,2010,0,Grampian
Turriff,S02001323,2010,595.52,Grampian
"Portsoy, Fordyce & Cornhill",S02001324,2010,594.78,Grampian
Aberchirder & Whitehills,S02001325,2010,406.28,Grampian
Banff,S02001326,2010,438.22,Grampian
Macduff,S02001327,2010,524.8,Grampian
Gardenstown & King Edward,S02001328,2010,387.24,Grampian
New Pitsligo,S02001329,2010,486.43,Grampian
Deer & Mormond,S02001330,2010,293.11,Grampian
Mintlaw,S02001331,2010,307.36,Grampian
Auchnagatt,S02001332,2010,113.96,Grampian
Cruden,S02001333,2010,290.75,Grampian
Peterhead Links,S02001334,2010,466.37,Grampian
Peterhead Bay,S02001335,2010,707.19,Grampian
Peterhead Harbour,S02001336,2010,1228.19,Grampian
Peterhead Ugieside,S02001337,2010,123.41,Grampian
Longside & Rattray,S02001338,2010,217.92,Grampian
Rosehearty & Strathbeg,S02001339,2010,327.11,Grampian
Fraserburgh Smiddyhill,S02001340,2010,183.28,Grampian
Fraserburgh Lochpots,S02001341,2010,803.03,Grampian
Fraserburgh Central-Academy,S02001342,2010,1050.3,Grampian
Fraserburgh Harbour & Broadsea,S02001343,2010,1312.26,Grampian
South Angus,S02001344,2010,119.09,Tayside
Monikie,S02001345,2010,209.76,Tayside
Monifieth West,S02001346,2010,344.13,Tayside
Monifieth East,S02001347,2010,378.73,Tayside
Carnoustie West,S02001348,2010,773.81,Tayside
Carnoustie East,S02001349,2010,319.25,Tayside
Arbroath Landward,S02001350,2010,120.53,Tayside
Arbroath Kirkton,S02001351,2010,370.12,Tayside
Arbroath Keptie,S02001352,2010,236,Tayside
Arbroath Harbour,S02001353,2010,1090.37,Tayside
Arbroath Cliffburn,S02001354,2010,760.07,Tayside
Arbroath Warddykes,S02001355,2010,907.42,Tayside
Lunan,S02001356,2010,201.97,Tayside
Montrose South,S02001357,2010,487.38,Tayside
Montrose North,S02001358,2010,484.56,Tayside
Hillside,S02001359,2010,197.15,Tayside
Friockheim,S02001360,2010,180.23,Tayside
Brechin East,S02001361,2010,783.92,Tayside
Brechin West,S02001362,2010,300.87,Tayside
Letham & Glamis,S02001363,2010,249.55,Tayside
Forfar East,S02001364,2010,394.74,Tayside
Forfar Central,S02001365,2010,487.42,Tayside
Forfar West,S02001366,2010,424.88,Tayside
Kirriemuir Landward,S02001367,2010,173.87,Tayside
Kirriemuir,S02001368,2010,212.8,Tayside
Angus Glens,S02001369,2010,207.09,Tayside
"Mull, Iona, Coll & Tiree",S02001370,2010,261.05,Highland
Oban South,S02001371,2010,1866.33,Highland
Oban North,S02001372,2010,1309.72,Highland
Benderloch Trail,S02001373,2010,779.07,Highland
Loch Awe,S02001374,2010,413.24,Highland
Mid Argyll,S02001375,2010,656.89,Highland
Greater Lochgilphead,S02001376,2010,921.11,Highland
Knapdale,S02001377,2010,647.36,Highland
Whisky Isles,S02001378,2010,374.92,Highland
Kintyre Trail,S02001379,2010,332.54,Highland
Campbeltown,S02001380,2010,1795.87,Highland
Bute,S02001381,2010,582.82,Highland
Rothesay Town,S02001382,2010,1407.4,Highland
Cowal South,S02001383,2010,996.53,Highland
Cowal North,S02001384,2010,338.02,Highland
Hunter's Quay,S02001385,2010,856.74,Highland
Dunoon,S02001386,2010,1932.88,Highland
Garelochhead,S02001387,2010,467.77,Highland
Helensburgh West & Rhu,S02001388,2010,727.57,Highland
Helensburgh North,S02001389,2010,339.17,Highland
Helensburgh Centre,S02001390,2010,1185.52,Highland
Helensburgh East,S02001391,2010,857.56,Highland
Lomond Shore,S02001392,2010,517.02,Highland
Tullibody South,S02001393,2010,364.8,Forth Valley
Tullibody North & Glenochil,S02001394,2010,454.01,Forth Valley
Menstrie,S02001395,2010,331,Forth Valley
Alva,S02001396,2010,772.44,Forth Valley
"Fishcross, Devon Village & Coalsnaughton",S02001397,2010,362.99,Forth Valley
Tillicoultry,S02001398,2010,382.54,Forth Valley
Dollar & Muckhart,S02001399,2010,127.44,Forth Valley
"Clackmannan, Kennet & Forestmill",S02001400,2010,111.32,Forth Valley
Sauchie,S02001401,2010,474.36,Forth Valley
Alloa South & East,S02001402,2010,1106.57,Forth Valley
Alloa North,S02001403,2010,385.01,Forth Valley
Alloa West,S02001404,2010,194.4,Forth Valley
Stranraer West,S02001405,2010,813.74,Dumfries and Galloway
Stranraer East,S02001406,2010,612.51,Dumfries and Galloway
Stranraer South,S02001407,2010,373.4,Dumfries and Galloway
Rhins North,S02001408,2010,317.81,Dumfries and Galloway
Rhins South,S02001409,2010,647.53,Dumfries and Galloway
Machars North,S02001410,2010,580.47,Dumfries and Galloway
Machars South,S02001411,2010,231.01,Dumfries and Galloway
Newton Stewart,S02001412,2010,577.83,Dumfries and Galloway
Gatehouse,S02001413,2010,119.73,Dumfries and Galloway
Kirkcudbright,S02001414,2010,246.17,Dumfries and Galloway
Castle Douglas,S02001415,2010,453.61,Dumfries and Galloway
Dalbeattie,S02001416,2010,502.95,Dumfries and Galloway
Dalbeattie Rural,S02001417,2010,103.42,Dumfries and Galloway
Glenkens,S02001418,2010,523.86,Dumfries and Galloway
Upper Nithsdale,S02001419,2010,496.29,Dumfries and Galloway
Thornhill,S02001420,2010,247.86,Dumfries and Galloway
Mid Nithsdale,S02001421,2010,244.88,Dumfries and Galloway
Shawhead,S02001422,2010,553.67,Dumfries and Galloway
Lochside & Lincluden,S02001423,2010,1533.81,Dumfries and Galloway
Summerville,S02001424,2010,801.82,Dumfries and Galloway
Troqueer,S02001425,2010,814.29,Dumfries and Galloway
New Abbey,S02001426,2010,385.4,Dumfries and Galloway
Kingholm,S02001427,2010,444.31,Dumfries and Galloway
Calside,S02001428,2010,445.29,Dumfries and Galloway
Georgetown,S02001429,2010,664.6,Dumfries and Galloway
Dumfries Central,S02001430,2010,1838.29,Dumfries and Galloway
Nunholm,S02001431,2010,699.42,Dumfries and Galloway
Locharbriggs,S02001432,2010,682.86,Dumfries and Galloway
Heathhall,S02001433,2010,363.02,Dumfries and Galloway
Collin,S02001434,2010,288.02,Dumfries and Galloway
Lochmaben,S02001435,2010,196.05,Dumfries and Galloway
Lockerbie,S02001436,2010,599.02,Dumfries and Galloway
Moffat,S02001437,2010,629.9,Dumfries and Galloway
Langholm & Eskdale,S02001438,2010,81.81,Dumfries and Galloway
Annandale East,S02001439,2010,308.62,Dumfries and Galloway
Annandale West,S02001440,2010,332.18,Dumfries and Galloway
Annan West,S02001441,2010,1283.34,Dumfries and Galloway
Annan East,S02001442,2010,653.1,Dumfries and Galloway
Eastriggs,S02001443,2010,315.44,Dumfries and Galloway
Gretna,S02001444,2010,86.03,Dumfries and Galloway
Westend,S02001445,2010,290.84,Tayside
Perth Road,S02001446,2010,1549.22,Tayside
Logie & Blackness,S02001447,2010,755.64,Tayside
City Centre-Dundee City,S02001448,2010,1781.72,Tayside
Docks & Wellgate,S02001449,2010,1283.64,Tayside
Hilltown,S02001450,2010,1605.51,Tayside
The Glens,S02001451,2010,1082.41,Tayside
Stobswell,S02001452,2010,1034.38,Tayside
Baxter Park,S02001453,2010,157.95,Tayside
Craigie &  Craigiebank,S02001454,2010,493.01,Tayside
Douglas West,S02001455,2010,1157.82,Tayside
West Ferry,S02001456,2010,402.9,Tayside
Douglas East,S02001457,2010,818.11,Tayside
Broughty Ferry West,S02001458,2010,558.96,Tayside
Broughty Ferry East,S02001459,2010,322,Tayside
Barnhill,S02001460,2010,615.15,Tayside
West Pitkerro,S02001461,2010,223.58,Tayside
Whitfield,S02001462,2010,1524.9,Tayside
Fintry,S02001463,2010,657.63,Tayside
Linlathen & Midcraigie,S02001464,2010,1139.97,Tayside
Caird Park,S02001465,2010,244.38,Tayside
Kirkton,S02001466,2010,591.28,Tayside
Downfield,S02001467,2010,294.86,Tayside
Fairmuir,S02001468,2010,365.02,Tayside
Law-Dundee City,S02001469,2010,773.4,Tayside
Balgay,S02001470,2010,512.43,Tayside
Menzieshill,S02001471,2010,1078.11,Tayside
Charleston,S02001472,2010,1952.73,Tayside
Lochee,S02001473,2010,1101.65,Tayside
Ardler & St Marys,S02001474,2010,751.01,Tayside
Western Edge-Dundee City,S02001475,2010,179.64,Tayside
Doon Valley South,S02001476,2010,1985.27,Ayrshire and Arran
Doon Valley North,S02001477,2010,1623.38,Ayrshire and Arran
Mauchline Rural,S02001478,2010,996.7,Ayrshire and Arran
Drongan,S02001479,2010,956.69,Ayrshire and Arran
Mauchline,S02001480,2010,490,Ayrshire and Arran
Cumnock Rural,S02001481,2010,746.84,Ayrshire and Arran
New Cumnock,S02001482,2010,1109.39,Ayrshire and Arran
Cumnock South & Craigens,S02001483,2010,818.22,Ayrshire and Arran
Cumnock North,S02001484,2010,810.71,Ayrshire and Arran
Auchinleck,S02001485,2010,1123.53,Ayrshire and Arran
Northern & Irvine Valley Rural,S02001486,2010,432.76,Ayrshire and Arran
Stewarton East,S02001487,2010,690.82,Ayrshire and Arran
Stewarton West,S02001488,2010,523.68,Ayrshire and Arran
Darvel,S02001489,2010,970.2,Ayrshire and Arran
Newmilns,S02001490,2010,1826.86,Ayrshire and Arran
Galston,S02001491,2010,709.28,Ayrshire and Arran
Earlston & Hurlford Rural,S02001492,2010,669.86,Ayrshire and Arran
Shortlees,S02001493,2010,921.76,Ayrshire and Arran
Bellfield & Kirkstyle,S02001494,2010,733.02,Ayrshire and Arran
Kilmarnock South Central & Caprington,S02001495,2010,1327.63,Ayrshire and Arran
Piersland,S02001496,2010,1273.73,Ayrshire and Arran
New Farm Loch South,S02001497,2010,917.22,Ayrshire and Arran
Dean & New Farm Loch North,S02001498,2010,430.9,Ayrshire and Arran
Southcraig & Beansburn,S02001499,2010,229.73,Ayrshire and Arran
Altonhill North & Onthank,S02001500,2010,1777.88,Ayrshire and Arran
"Altonhill South, Longpark & Hillhead",S02001501,2010,2693.06,Ayrshire and Arran
Bonnyton & Town Centre,S02001502,2010,1778.21,Ayrshire and Arran
"Grange, Howard & Gargieston",S02001503,2010,447.68,Ayrshire and Arran
"Crosshouse, Gatehead & Kilmaurs Rural",S02001504,2010,892.45,Ayrshire and Arran
Kilmaurs,S02001505,2010,876.96,Ayrshire and Arran
West Clober & Mains Estate,S02001506,2010,141.47,Greater Glasgow and Clyde
East Clober & Mains Estate,S02001507,2010,593.68,Greater Glasgow and Clyde
Barloch,S02001508,2010,239.6,Greater Glasgow and Clyde
Keystone & Dougalston,S02001509,2010,268.21,Greater Glasgow and Clyde
Kilmardinny East,S02001510,2010,202.92,Greater Glasgow and Clyde
Kilmardinny West,S02001511,2010,223.9,Greater Glasgow and Clyde
North Castlehill & Thorn,S02001512,2010,119.3,Greater Glasgow and Clyde
South Castlehill & Thorn,S02001513,2010,281.95,Greater Glasgow and Clyde
Westerton West,S02001514,2010,720.61,Greater Glasgow and Clyde
Westerton East,S02001515,2010,96.09,Greater Glasgow and Clyde
Kessington West,S02001516,2010,216.53,Greater Glasgow and Clyde
Kessington East,S02001517,2010,278.27,Greater Glasgow and Clyde
Torrance & Balmore,S02001518,2010,347.8,Greater Glasgow and Clyde
Bishopbriggs North & Kenmure,S02001519,2010,132.9,Greater Glasgow and Clyde
Bishopbriggs West & Cadder,S02001520,2010,306.12,Greater Glasgow and Clyde
Auchinairn,S02001521,2010,975.85,Greater Glasgow and Clyde
Woodhill East,S02001522,2010,64.36,Greater Glasgow and Clyde
Woodhill West,S02001523,2010,263.06,Greater Glasgow and Clyde
Lenzie North,S02001524,2010,271.92,Greater Glasgow and Clyde
Lenzie South,S02001525,2010,250.06,Greater Glasgow and Clyde
Kirkintilloch South,S02001526,2010,635.05,Greater Glasgow and Clyde
Kirkintilloch West,S02001527,2010,522.06,Greater Glasgow and Clyde
Hillhead-East Dunbartonshire,S02001528,2010,988.58,Greater Glasgow and Clyde
Rosebank & Waterside,S02001529,2010,591.98,Greater Glasgow and Clyde
Twechar & Harestanes East,S02001530,2010,714.11,Greater Glasgow and Clyde
Harestanes,S02001531,2010,634.55,Greater Glasgow and Clyde
Milton of Campsie,S02001532,2010,395.81,Greater Glasgow and Clyde
Lennoxtown,S02001533,2010,750.66,Greater Glasgow and Clyde
Wallyford and Whitecraig (IZ01),S02001534,2010,1116.21,Lothian
Musselburgh South (IZ02),S02001535,2010,597.69,Lothian
Musselburgh West (IZ03),S02001536,2010,460.02,Lothian
Musselburgh North (IZ04),S02001537,2010,1010.63,Lothian
Musselburgh East (IZ05),S02001538,2010,942.52,Lothian
Pinkie Braes (IZ06),S02001539,2010,423.8,Lothian
Prestonpans West (IZ07),S02001540,2010,684.23,Lothian
Prestonpans East (IZ08),S02001541,2010,578.65,Lothian
Cockenzie (IZ09),S02001542,2010,371.16,Lothian
Tranent North (IZ10),S02001543,2010,566.01,Lothian
Tranent South (IZ11),S02001544,2010,838.91,Lothian
Ormiston (IZ12),S02001545,2010,122.73,Lothian
Longniddry and Aberlady (IZ13),S02001546,2010,345.81,Lothian
Haddington Rural (IZ14),S02001547,2010,456.2,Lothian
Haddington North (IZ15),S02001548,2010,340.83,Lothian
Haddington South (IZ16),S02001549,2010,680.92,Lothian
Gullane and Drem (IZ17),S02001550,2010,1022.68,Lothian
North Berwick North (IZ18),S02001551,2010,263.86,Lothian
North Berwick South (IZ19),S02001552,2010,165.11,Lothian
East Linton and Rural (IZ20),S02001553,2010,360.55,Lothian
Dunbar West (IZ21),S02001554,2010,410.78,Lothian
Dunbar East (IZ22),S02001555,2010,928.95,Lothian
Neilston & Uplawmoor,S02001556,2010,448.11,Greater Glasgow and Clyde
Cross Stobbs,S02001557,2010,419.78,Greater Glasgow and Clyde
"Dunterlie, East Arthurlie & Dovecothall",S02001558,2010,1362.07,Greater Glasgow and Clyde
Arthurlie & Gateside,S02001559,2010,711.5,Greater Glasgow and Clyde
Auchenback,S02001560,2010,1062.3,Greater Glasgow and Clyde
Crookfur & Fruin,S02001561,2010,138.55,Greater Glasgow and Clyde
"Mearns Village, Westacres & Greenfarm",S02001562,2010,289.82,Greater Glasgow and Clyde
Whitecraigs & Broom,S02001563,2010,250.85,Greater Glasgow and Clyde
Mearnskirk & South Kirkhill,S02001564,2010,208.96,Greater Glasgow and Clyde
Eaglesham & Waterfoot,S02001565,2010,238.8,Greater Glasgow and Clyde
North Kirkhill,S02001566,2010,104.09,Greater Glasgow and Clyde
Busby,S02001567,2010,379.87,Greater Glasgow and Clyde
Clarkston & Sheddens,S02001568,2010,322.45,Greater Glasgow and Clyde
Williamwood,S02001569,2010,202.51,Greater Glasgow and Clyde
Stamperland,S02001570,2010,302.1,Greater Glasgow and Clyde
Netherlee,S02001571,2010,272.02,Greater Glasgow and Clyde
Merrylee & Braidbar,S02001572,2010,195.33,Greater Glasgow and Clyde
Lower Whitecraigs & South Giffnock,S02001573,2010,156.75,Greater Glasgow and Clyde
North Giffnock & North Thornliebank,S02001574,2010,593.02,Greater Glasgow and Clyde
South Thornliebank & Woodfarm,S02001575,2010,731.27,Greater Glasgow and Clyde
Balerno & Bonnington Village,S02001576,2010,222.75,Lothian
Currie West,S02001577,2010,219.85,Lothian
Currie East,S02001578,2010,339.35,Lothian
Baberton & Juniper Green,S02001579,2010,87.17,Lothian
Bonaly & The Pentlands,S02001580,2010,146.7,Lothian
Colinton & Kingsknowe,S02001581,2010,335.54,Lothian
Clovenstone & Wester Hailes,S02001582,2010,830.25,Lothian
The Calders,S02001583,2010,1016.49,Lothian
Murrayburn & Wester Hailes North,S02001584,2010,1474.19,Lothian
Parkhead & Sighthill,S02001585,2010,483.27,Lothian
Broomhouse & Bankhead,S02001586,2010,1604.99,Lothian
Stenhouse & Saughton Mains,S02001587,2010,1370.6,Lothian
Longstone & Saughton,S02001588,2010,791.15,Lothian
Slateford & Chesser,S02001589,2010,604.76,Lothian
Gorgie West,S02001590,2010,898.91,Lothian
Gorgie East,S02001591,2010,774.01,Lothian
Shandon,S02001592,2010,470.21,Lothian
Craiglockhart,S02001593,2010,201.34,Lothian
Morningside & Craighouse,S02001594,2010,330.98,Lothian
Greenbank & The Braids,S02001595,2010,262.7,Lothian
Colinton Mains & Firrhill,S02001596,2010,387.39,Lothian
Oxgangs,S02001597,2010,1055.8,Lothian
Comiston & Swanston,S02001598,2010,280.62,Lothian
Fairmilehead,S02001599,2010,332.74,Lothian
Gilmerton South & the Murrays,S02001600,2010,836.89,Lothian
Mortonhall & Anwickhill,S02001601,2010,318.39,Lothian
"Gracemount, Southhouse & Burdiehouse",S02001602,2010,1325.6,Lothian
Hyvots & Gilmerton,S02001603,2010,1114.05,Lothian
Fernieside & Moredun South,S02001604,2010,535.19,Lothian
Moredun & Craigour,S02001605,2010,1080.63,Lothian
Liberton East,S02001606,2010,290.4,Lothian
Liberton West & Braid Hills,S02001607,2010,582.97,Lothian
The Inch,S02001608,2010,1273.65,Lothian
"Blackford, West Mains & Mayfield Road",S02001609,2010,269.42,Lothian
Prestonfield,S02001610,2010,697.61,Lothian
Newington & Dalkeith Road,S02001611,2010,443.54,Lothian
The Grange,S02001612,2010,227.65,Lothian
Marchmont East & Sciennes,S02001613,2010,303.95,Lothian
Marchmont West,S02001614,2010,319.16,Lothian
Morningside,S02001615,2010,279.66,Lothian
Merchiston & Greenhill,S02001616,2010,516.5,Lothian
Bruntsfield,S02001617,2010,726.55,Lothian
Polwarth,S02001618,2010,795.67,Lothian
Dalry & Fountainbridge,S02001619,2010,2073.55,Lothian
Tollcross-City of Edinburgh,S02001620,2010,1229.57,Lothian
Meadows & Southside,S02001621,2010,675.34,Lothian
"Old Town, Princes Street & Leith Street",S02001622,2010,1522.71,Lothian
"Canongate, Southside & Dumbiedykes",S02001623,2010,1824.63,Lothian
Abbeyhill,S02001624,2010,718.69,Lothian
Meadowbank & Abbeyhill North,S02001625,2010,1058.31,Lothian
Willowbrae & Duddingston Village,S02001626,2010,396.81,Lothian
Craigmillar,S02001627,2010,1267.79,Lothian
Niddrie,S02001628,2010,2732.85,Lothian
"Bingham, Magdalene & The Christians",S02001629,2010,1502.23,Lothian
"Jewel, Brunstane & Newcraighall",S02001630,2010,371.77,Lothian
Joppa,S02001631,2010,373.75,Lothian
Portobello,S02001632,2010,739.94,Lothian
Duddingston & Portobello South,S02001633,2010,554.43,Lothian
Mountcastle,S02001634,2010,260.98,Lothian
Northfield & Piershill,S02001635,2010,1029.47,Lothian
Craigentinny,S02001636,2010,252.11,Lothian
Restalrig (Loganlea) & Craigentinny West,S02001637,2010,1774.21,Lothian
Restalrig & Lochend,S02001638,2010,1488.92,Lothian
Leith (Hermitage & Prospect Bank),S02001639,2010,745.29,Lothian
Western Harbour & Leith Docks,S02001640,2010,147.68,Lothian
North Leith & Newhaven,S02001641,2010,1567.28,Lothian
The Shore & Constitution Street,S02001642,2010,907.22,Lothian
Great Junction Street,S02001643,2010,1469.56,Lothian
South Leith,S02001644,2010,1258.37,Lothian
Easter Road & Hawkhill Avenue,S02001645,2010,884.95,Lothian
Leith (Albert Street),S02001646,2010,2457.14,Lothian
Hillside & Calton Hill,S02001647,2010,369.87,Lothian
Pilrig,S02001648,2010,1702.32,Lothian
Bonnington,S02001649,2010,891.07,Lothian
Trinity East & The Dudleys,S02001650,2010,323.91,Lothian
Trinity,S02001651,2010,306.46,Lothian
"Inverleith, Goldenacre & Warriston",S02001652,2010,576.9,Lothian
Broughton North & Powderhall,S02001653,2010,1277.44,Lothian
Broughton South,S02001654,2010,692.08,Lothian
New Town East & Gayfield,S02001655,2010,122.6,Lothian
New Town West,S02001656,2010,749.86,Lothian
Canonmills & New Town North,S02001657,2010,427.04,Lothian
Stockbridge,S02001658,2010,604.55,Lothian
Comely Bank,S02001659,2010,186.79,Lothian
Deans Village,S02001660,2010,490.3,Lothian
Balgreen & Roseburn,S02001661,2010,407.82,Lothian
Murrayfield & Ravelston,S02001662,2010,81.77,Lothian
"Craigleith, Orchard Brae & Crewe Toll",S02001663,2010,911.46,Lothian
Blackhall,S02001664,2010,449.42,Lothian
Drylaw,S02001665,2010,994.25,Lothian
West Pilton,S02001666,2010,1775.61,Lothian
Boswall & Pilton,S02001667,2010,316.13,Lothian
Granton South & Wardieburn,S02001668,2010,2095.48,Lothian
Granton & Royston Mains,S02001669,2010,1184.39,Lothian
Granton West & Salvesen,S02001670,2010,1390.97,Lothian
Muirhouse-City of Edinburgh,S02001671,2010,2136.41,Lothian
Silverknowes & Davidson's Mains,S02001672,2010,340.81,Lothian
Cramond,S02001673,2010,133.09,Lothian
"Barnton, Cammo & Cramond South",S02001674,2010,181.81,Lothian
Clermiston & Drumbrae,S02001675,2010,788.29,Lothian
East Craigs North,S02001676,2010,732.38,Lothian
East Craigs South,S02001677,2010,199.49,Lothian
Corstorphine North,S02001678,2010,94.33,Lothian
Corstorphine,S02001679,2010,187.11,Lothian
Carrick Knowe,S02001680,2010,224.73,Lothian
Corstorphine South,S02001681,2010,1197.33,Lothian
South Gyle,S02001682,2010,292.12,Lothian
"Ratho, Ingliston & Gogar",S02001683,2010,379.03,Lothian
"Dalmeny, Kirkliston & Newbridge",S02001684,2010,517.8,Lothian
Queensferry East,S02001685,2010,351.36,Lothian
Queensferry West,S02001686,2010,258.65,Lothian
Barra & South Uist,S02001687,2010,1619.12,Western Isles
Benbecula & North Uist,S02001688,2010,1121.47,Western Isles
Harris,S02001689,2010,736.72,Western Isles
South Lewis,S02001690,2010,761.9,Western Isles
Northwest Lewis,S02001691,2010,863.5,Western Isles
Broadbay,S02001692,2010,843.64,Western Isles
Stornoway West,S02001693,2010,2070.36,Western Isles
Stornoway East,S02001694,2010,892.97,Western Isles
Point,S02001695,2010,491.22,Western Isles
Dunipace,S02001696,2010,521.31,Forth Valley
"Fankerton, Stoneywood & Denny Town",S02001697,2010,350.8,Forth Valley
Denny-Nethermains,S02001698,2010,397.4,Forth Valley
Head of Muir & Dennyloanhead,S02001699,2010,188.15,Forth Valley
"Banknock, Haggs & Longcroft",S02001700,2010,281.77,Forth Valley
Bonnybridge,S02001701,2010,357.57,Forth Valley
High Bonnybridge & Greenhill,S02001702,2010,291.89,Forth Valley
Larbert-North Broomage & Inches,S02001703,2010,147.73,Forth Valley
Larbert-South Broomage & Village,S02001704,2010,264.78,Forth Valley
Stenhousemuir West,S02001705,2010,510.11,Forth Valley
Stenhousemuir East,S02001706,2010,214.01,Forth Valley
Stenhousemuir-Antonshill,S02001707,2010,65.49,Forth Valley
Carron,S02001708,2010,250,Forth Valley
Carronshore,S02001709,2010,429.21,Forth Valley
Carse & Grangemouth Old Town,S02001710,2010,392.93,Forth Valley
Falkirk-Bainsford & Langlees,S02001711,2010,546.91,Forth Valley
Falkirk-Merchiston & New Carron Village,S02001712,2010,556.76,Forth Valley
Falkirk-Grahamston,S02001713,2010,918.24,Forth Valley
Falkirk-Middlefield,S02001714,2010,282.59,Forth Valley
Falkirk-Town Centre & Callendar Park,S02001715,2010,650.63,Forth Valley
Falkirk-Bantaskin,S02001716,2010,315.5,Forth Valley
Falkirk-Camelon East,S02001717,2010,635.86,Forth Valley
Falkirk-Camelon West,S02001718,2010,587.67,Forth Valley
Falkirk-Tamfourhill,S02001719,2010,389.29,Forth Valley
Falkirk-Lochgreen & Lionthorn,S02001720,2010,402.35,Forth Valley
Hallglen & Glen Village,S02001721,2010,179.77,Forth Valley
