area_name,area_code,year,alcohol_admissions,health_board
Village & Castlecary,S02002206,2011,1292.24,Lanarkshire
Carrickstone,S02002207,2011,185.2,Lanarkshire
Balloch West,S02002208,2011,35.9,Lanarkshire
Balloch East,S02002209,2011,565.52,Lanarkshire
Kilsyth East & Croy,S02002210,2011,734.65,Lanarkshire
Kilsyth Bogside,S02002211,2011,216.09,Lanarkshire
Balmalloch,S02002212,2011,395.43,Lanarkshire
"Stromness, Sandwick & Stenness",S02002213,2011,1848.69,Orkney
West Mainland,S02002214,2011,828.84,Orkney
East Mainland,S02002215,2011,478.41,Orkney
West Kirkwall,S02002216,2011,6068.89,Orkney
East Kirkwall,S02002217,2011,1044.34,Orkney
Isles,S02002218,2011,490.39,Orkney
"Powmill, Cleish & Scotlandwell",S02002219,2011,89.75,Tayside
Kinross,S02002220,2011,509.28,Tayside
Milnathort & Crook of Devon,S02002221,2011,50.59,Tayside
"Muthill, Greenloaning & Gleneagles",S02002222,2011,132.17,Tayside
Auchterarder,S02002223,2011,491.07,Tayside
"Comrie, Gilmerton & St Fillans",S02002224,2011,326.59,Tayside
Crieff North,S02002225,2011,309.86,Tayside
Crieff South,S02002226,2011,1272.88,Tayside
Aberuthven & Almondbank,S02002227,2011,169.87,Tayside
"Glenfarg, Dunning & Rhynd",S02002228,2011,393.78,Tayside
Bridge of Earn & Abernethy,S02002229,2011,412.97,Tayside
Moncrieffe & Friarton,S02002230,2011,489.64,Tayside
"Viewlands, Craigie & Wellshill",S02002231,2011,708.16,Tayside
Burghmuir & Oakbank,S02002232,2011,399.75,Tayside
Western Edge-Perth & Kinross,S02002233,2011,453.13,Tayside
Letham,S02002234,2011,1313.2,Tayside
"Hillyland, Tulloch & Inveralmond",S02002235,2011,651.18,Tayside
North Muirton & Old Scone,S02002236,2011,815.41,Tayside
Muirton,S02002237,2011,467,Tayside
North Inch,S02002238,2011,1114.79,Tayside
Central & South Inch,S02002239,2011,2041.7,Tayside
Gannochy & Walnut Grove,S02002240,2011,398.88,Tayside
Scone,S02002241,2011,102.43,Tayside
"Guildtown, Balbeggie & St Madoes",S02002242,2011,351.49,Tayside
Errol & Inchture,S02002243,2011,280.87,Tayside
"Invergowrie, Longforgan & Abernyte",S02002244,2011,134.83,Tayside
Coupar Angus & Meigle,S02002245,2011,234.5,Tayside
Alyth,S02002246,2011,385.52,Tayside
"Blair Atholl, Strathardle & Glenshee",S02002247,2011,237.14,Tayside
Blairgowrie East (Rattray),S02002248,2011,647.11,Tayside
Blairgowrie West,S02002249,2011,292.81,Tayside
Stanley & Murthly,S02002250,2011,178.77,Tayside
Luncarty & Dunkeld,S02002251,2011,381.2,Tayside
Pitlochry,S02002252,2011,426.31,Tayside
Rannoch & Aberfeldy,S02002253,2011,507.64,Tayside
Lochwinnoch,S02002254,2011,820.26,Greater Glasgow and Clyde
Renfrewshire Rural South & Howwood,S02002255,2011,375.59,Greater Glasgow and Clyde
Renfrewshire Rural North & Langbank,S02002256,2011,471.95,Greater Glasgow and Clyde
Kilbarchan,S02002257,2011,431.63,Greater Glasgow and Clyde
Johnstone South West,S02002258,2011,1156.73,Greater Glasgow and Clyde
Johnstone North West,S02002259,2011,918.34,Greater Glasgow and Clyde
Johnstone North East,S02002260,2011,1199.86,Greater Glasgow and Clyde
Johnstone South East,S02002261,2011,952.8,Greater Glasgow and Clyde
Elderslie & Phoenix,S02002262,2011,810.54,Greater Glasgow and Clyde
Paisley Ferguslie,S02002263,2011,1783.94,Greater Glasgow and Clyde
Paisley North West,S02002264,2011,2850.47,Greater Glasgow and Clyde
Paisley West,S02002265,2011,491,Greater Glasgow and Clyde
Paisley Foxbar,S02002266,2011,1140.7,Greater Glasgow and Clyde
Paisley South West,S02002267,2011,237.27,Greater Glasgow and Clyde
Paisley Glenburn West,S02002268,2011,1858.4,Greater Glasgow and Clyde
Paisley Glenburn East,S02002269,2011,1772.51,Greater Glasgow and Clyde
Paisley South,S02002270,2011,540.22,Greater Glasgow and Clyde
Paisley South East,S02002271,2011,1721.15,Greater Glasgow and Clyde
Paisley Dykebar,S02002272,2011,509.17,Greater Glasgow and Clyde
Paisley East,S02002273,2011,1902.04,Greater Glasgow and Clyde
Paisley Central,S02002274,2011,1449.12,Greater Glasgow and Clyde
Paisley North East,S02002275,2011,1460.07,Greater Glasgow and Clyde
Paisley Ralston,S02002276,2011,216.57,Greater Glasgow and Clyde
Paisley Gallowhill & Hillington,S02002277,2011,1803.87,Greater Glasgow and Clyde
Paisley North,S02002278,2011,1565,Greater Glasgow and Clyde
Renfrew West,S02002279,2011,1064.56,Greater Glasgow and Clyde
Renfrew South,S02002280,2011,912.09,Greater Glasgow and Clyde
Renfrew East,S02002281,2011,818.22,Greater Glasgow and Clyde
Renfrew North,S02002282,2011,1232.34,Greater Glasgow and Clyde
Erskine East & Inchinnan,S02002283,2011,215.62,Greater Glasgow and Clyde
Erskine Central,S02002284,2011,757.85,Greater Glasgow and Clyde
Erskine West,S02002285,2011,869.42,Greater Glasgow and Clyde
Bishopton,S02002286,2011,178.69,Greater Glasgow and Clyde
Linwood South,S02002287,2011,1276.1,Greater Glasgow and Clyde
Linwood North,S02002288,2011,634.8,Greater Glasgow and Clyde
Houston South,S02002289,2011,20,Greater Glasgow and Clyde
Houston North,S02002290,2011,301.5,Greater Glasgow and Clyde
Bridge of Weir,S02002291,2011,364.41,Greater Glasgow and Clyde
Tweeddale West Area,S02002292,2011,407.53,Borders
Peebles North,S02002293,2011,756.11,Borders
Peebles South,S02002294,2011,514.77,Borders
Tweeddale East Area,S02002295,2011,478.85,Borders
Earlston Stow & Clovernfords Area,S02002296,2011,370.29,Borders
Galashiels North,S02002297,2011,1071.38,Borders
Galashiels West,S02002298,2011,1210.88,Borders
Galashiels South,S02002299,2011,1031.7,Borders
Langlee,S02002300,2011,1462.57,Borders
Melrose & Tweedbank Area,S02002301,2011,510.8,Borders
Lauder & Area,S02002302,2011,429.09,Borders
Berwickshire Central,S02002303,2011,320.47,Borders
Duns,S02002304,2011,258.69,Borders
Berwickshire East,S02002305,2011,367.91,Borders
Eyemouth,S02002306,2011,906.93,Borders
Chirnside & Area,S02002307,2011,299.14,Borders
Coldstream & Area,S02002308,2011,511.58,Borders
Cheviot East,S02002309,2011,333.66,Borders
Kelso North,S02002310,2011,599.85,Borders
Kelso South,S02002311,2011,959.26,Borders
Cheviot West,S02002312,2011,251.55,Borders
St Boswells & Newtown Area,S02002313,2011,286.78,Borders
Jedburgh,S02002314,2011,597.53,Borders
Denholm & Hermitage,S02002315,2011,216.55,Borders
Burnfoot,S02002316,2011,1526.84,Borders
Hawick Central,S02002317,2011,1081.94,Borders
Hawick West End,S02002318,2011,762.37,Borders
Hawick North,S02002319,2011,770.53,Borders
Ettrick Yarrow & Liliesleaf Area,S02002320,2011,348.47,Borders
Selkirk,S02002321,2011,788.76,Borders
Shetland South,S02002322,2011,609.02,Shetland
Lerwick South,S02002323,2011,893.21,Shetland
Lerwick North,S02002324,2011,2227.01,Shetland
Central Shetland,S02002325,2011,505.48,Shetland
East & West Mainland,S02002326,2011,286.34,Shetland
North Mainland,S02002327,2011,514.32,Shetland
North & East Isles,S02002328,2011,687.32,Shetland
Carrick South,S02002329,2011,384.82,Ayrshire and Arran
Girvan Glendoune,S02002330,2011,1572.28,Ayrshire and Arran
Girvan Ailsa,S02002331,2011,793.02,Ayrshire and Arran
Maybole,S02002332,2011,1055.59,Ayrshire and Arran
Carrick North,S02002333,2011,314.75,Ayrshire and Arran
Coylton,S02002334,2011,511.88,Ayrshire and Arran
Alloway & Doonfoot,S02002335,2011,366.94,Ayrshire and Arran
Castlehill & Kincaidston,S02002336,2011,1113.24,Ayrshire and Arran
Belmont,S02002337,2011,492.05,Ayrshire and Arran
Holmston & Forehill,S02002338,2011,537.62,Ayrshire and Arran
Ayr South Harbour & Town Centre,S02002339,2011,1610.2,Ayrshire and Arran
"Ayr North Harbour, Wallacetown & Newton South",S02002340,2011,2807.37,Ayrshire and Arran
Craigie,S02002341,2011,1337,Ayrshire and Arran
Dalmilling,S02002342,2011,912.99,Ayrshire and Arran
"Lochside, Braehead & Whitletts",S02002343,2011,1726.2,Ayrshire and Arran
Newton North,S02002344,2011,432.09,Ayrshire and Arran
Heathfield,S02002345,2011,543.92,Ayrshire and Arran
Prestwick West,S02002346,2011,592.59,Ayrshire and Arran
Prestwick East,S02002347,2011,637.27,Ayrshire and Arran
Prestwick Airport & Monkton,S02002348,2011,997.95,Ayrshire and Arran
"Annbank, Mossblown & Tarbolton-the Coalfields",S02002349,2011,1127.75,Ayrshire and Arran
"Dundonald, Loans & Symington",S02002350,2011,294.94,Ayrshire and Arran
Muirhead,S02002351,2011,363.84,Ayrshire and Arran
Barassie,S02002352,2011,1165.73,Ayrshire and Arran
Troon,S02002353,2011,892.03,Ayrshire and Arran
Clydesdale South,S02002354,2011,70.45,Lanarkshire
"Biggar, Symington, Thankerton & Dolphinton",S02002355,2011,200.84,Lanarkshire
"Carstairs, Carstairs Junction & Carnwath",S02002356,2011,342.35,Lanarkshire
"Forth, Braehead & Auchengray",S02002357,2011,292.59,Lanarkshire
Law-South Lanarkshire,S02002358,2011,375.16,Lanarkshire
Carluke West,S02002359,2011,257.45,Lanarkshire
Carluke North,S02002360,2011,1253.27,Lanarkshire
Carluke East,S02002361,2011,765.97,Lanarkshire
Carluke South,S02002362,2011,433.14,Lanarkshire
"Crossford, Braidwood & Yieldshields",S02002363,2011,163.69,Lanarkshire
Lanark North West,S02002364,2011,397.85,Lanarkshire
Lanark North East,S02002365,2011,627.98,Lanarkshire
Lanark South,S02002366,2011,369.21,Lanarkshire
Hazelbank & Kirkfieldbank,S02002367,2011,349.48,Lanarkshire
"Douglas, Coalburn & Rigside",S02002368,2011,545.57,Lanarkshire
Lesmahagow,S02002369,2011,356.97,Lanarkshire
Kirkmuirhill & Blackwood,S02002370,2011,303.92,Lanarkshire
Ashgill & Netherburn,S02002371,2011,472.71,Lanarkshire
Merryton & Meadowhill,S02002372,2011,362.11,Lanarkshire
"Larkhall Central, Raploch, Millheugh & Burnhead",S02002373,2011,625.99,Lanarkshire
Hareleeshill,S02002374,2011,603.28,Lanarkshire
Strutherhill,S02002375,2011,915.41,Lanarkshire
Stonehouse,S02002376,2011,459.11,Lanarkshire
Strathaven South,S02002377,2011,523.14,Lanarkshire
Strathaven North,S02002378,2011,441.92,Lanarkshire
"Chapelton, Glengavel & Sandford",S02002379,2011,112.87,Lanarkshire
"Glassford, Quarter & Allanton",S02002380,2011,160.06,Lanarkshire
Eddlewood,S02002381,2011,556.3,Lanarkshire
Low Waters,S02002382,2011,1085.44,Lanarkshire
Silvertonhill,S02002383,2011,376.62,Lanarkshire
Hamilton Centre & Low Parks,S02002384,2011,462.7,Lanarkshire
Laighstonehall,S02002385,2011,1436.81,Lanarkshire
Fairhill,S02002386,2011,1097.66,Lanarkshire
Woodhead & Meikle Earnock,S02002387,2011,482.55,Lanarkshire
Little Earnock,S02002388,2011,461.12,Lanarkshire
Earnock,S02002389,2011,178.03,Lanarkshire
Hillhouse,S02002390,2011,1069.42,Lanarkshire
High Blantyre,S02002391,2011,1105.27,Lanarkshire
Blantyre South & Wheatlands,S02002392,2011,1467.54,Lanarkshire
Low Blantyre & Bardykes,S02002393,2011,705.64,Lanarkshire
Blantytre North & Coatshill,S02002394,2011,795.5,Lanarkshire
Burnbank North,S02002395,2011,1026.13,Lanarkshire
Burnbank Central & Udston,S02002396,2011,1601.82,Lanarkshire
Burnbank South & Chantinghall,S02002397,2011,906.13,Lanarkshire
Whitehill,S02002398,2011,729.36,Lanarkshire
Bothwell South,S02002399,2011,380.83,Lanarkshire
Bothwell North,S02002400,2011,679.43,Lanarkshire
Uddingston & Gardenside,S02002401,2011,516.8,Lanarkshire
"Halfway, Hallside & Drumsagard",S02002402,2011,580.6,Lanarkshire
Westburn & Newton,S02002403,2011,642.8,Lanarkshire
Vicarland & Cairns,S02002404,2011,998.9,Lanarkshire
Whitlawburn & Greenlees,S02002405,2011,716.82,Lanarkshire
Cambuslang Central,S02002406,2011,714.66,Lanarkshire
"Burgh, Eastfield & Silverbank",S02002407,2011,909.92,Lanarkshire
Farme Cross & Gallowflat North,S02002408,2011,1369.83,Lanarkshire
Shawfield & Clincarthill,S02002409,2011,1866.41,Lanarkshire
Burnhill & Bankhead North,S02002410,2011,1766.02,Lanarkshire
Bankhead South,S02002411,2011,1011.99,Lanarkshire
Spittal,S02002412,2011,1842.33,Lanarkshire
High Crosshill,S02002413,2011,271.54,Lanarkshire
Burnside & Springhall,S02002414,2011,1685.4,Lanarkshire
Fernhill & Cathkin,S02002415,2011,1921.64,Lanarkshire
Nerston & EK Landward Area,S02002416,2011,475.17,Lanarkshire
Calderwood East,S02002417,2011,435.11,Lanarkshire
Calderwood Central,S02002418,2011,910.44,Lanarkshire
Calderwood West & Nerston,S02002419,2011,513.62,Lanarkshire
St Leonards North,S02002420,2011,167.21,Lanarkshire
St Leonards South,S02002421,2011,498.32,Lanarkshire
East Mains,S02002422,2011,1620.94,Lanarkshire
West Mains,S02002423,2011,486.06,Lanarkshire
Stewartfield East,S02002424,2011,31.91,Lanarkshire
Stewartfield West,S02002425,2011,478.27,Lanarkshire
"Thorntonhall, Jackton & Gardenhall",S02002426,2011,337.86,Lanarkshire
Hairmyres & Westwood West,S02002427,2011,367.26,Lanarkshire
Mossneuk & Newlandsmuir,S02002428,2011,505.97,Lanarkshire
Crosshouse & Lindsayfield,S02002429,2011,527.8,Lanarkshire
Whitehills West,S02002430,2011,522.12,Lanarkshire
Greenhills,S02002431,2011,912.98,Lanarkshire
Westwood South,S02002432,2011,521.11,Lanarkshire
Westwood East,S02002433,2011,807.87,Lanarkshire
The Murray,S02002434,2011,314.79,Lanarkshire
"Birniehill, Kelvin & Whitehills East",S02002435,2011,561.21,Lanarkshire
Blane Valley,S02002436,2011,115.43,Forth Valley
Balfron & Drymen,S02002437,2011,308.69,Forth Valley
Kippen & Fintry,S02002438,2011,100.94,Forth Valley
Cambusbarron,S02002439,2011,310.07,Forth Valley
Plean & Rural SE,S02002440,2011,1024.05,Forth Valley
Cowie,S02002441,2011,833.82,Forth Valley
Fallin,S02002442,2011,1078.81,Forth Valley
Bannockburn,S02002443,2011,350.52,Forth Valley
Hillpark,S02002444,2011,787.1,Forth Valley
Broomridge,S02002445,2011,537.58,Forth Valley
Borestone,S02002446,2011,1112.42,Forth Valley
King's Park & Torbrex,S02002447,2011,383.57,Forth Valley
Braehead,S02002448,2011,865.81,Forth Valley
City Centre-Stirling,S02002449,2011,1376.38,Forth Valley
Raploch,S02002450,2011,1891.18,Forth Valley
Cornton,S02002451,2011,570.84,Forth Valley
Causewayhead,S02002452,2011,337.74,Forth Valley
Bridge of Allan & University,S02002453,2011,186.07,Forth Valley
Forth,S02002454,2011,271.29,Forth Valley
Dunblane East,S02002455,2011,145.96,Forth Valley
Dunblane West,S02002456,2011,226.59,Forth Valley
Carse of Stirling,S02002457,2011,184.36,Forth Valley
Callander & Trossachs,S02002458,2011,321.03,Forth Valley
Highland,S02002459,2011,215.63,Forth Valley
Whitecrook (IZ01),S02002460,2011,1206.16,Greater Glasgow and Clyde
Singer and Clydebank South (IZ02),S02002461,2011,1085.87,Greater Glasgow and Clyde
Drumry (IZ03),S02002462,2011,1005.24,Greater Glasgow and Clyde
Clydebank (IZ04),S02002463,2011,658.91,Greater Glasgow and Clyde
Clydebank North (IZ05),S02002464,2011,418.76,Greater Glasgow and Clyde
Clydebank East (IZ06),S02002465,2011,887.01,Greater Glasgow and Clyde
Duntocher (IZ07),S02002466,2011,698.59,Greater Glasgow and Clyde
Dalmuir (IZ08),S02002467,2011,1242.74,Greater Glasgow and Clyde
Kilpatrick (IZ09),S02002468,2011,426.84,Greater Glasgow and Clyde
Bowling (IZ10),S02002469,2011,1089.65,Greater Glasgow and Clyde
Dumbarton East (IZ11),S02002470,2011,1200.41,Greater Glasgow and Clyde
Dumbarton (IZ12),S02002471,2011,1237.42,Greater Glasgow and Clyde
Dalreoch (IZ13),S02002472,2011,1315.04,Greater Glasgow and Clyde
Leven (IZ14),S02002473,2011,1025.07,Greater Glasgow and Clyde
Bonhill (IZ15),S02002474,2011,874.9,Greater Glasgow and Clyde
Alexandria (IZ16),S02002475,2011,1375.91,Greater Glasgow and Clyde
Balloch (IZ17),S02002476,2011,1557.73,Greater Glasgow and Clyde
Lomond (IZ18),S02002477,2011,949.59,Greater Glasgow and Clyde
Fauldhouse,S02002478,2011,991.27,Lothian
Breich Valley,S02002479,2011,618.96,Lothian
West Calder & Polbeth,S02002480,2011,850.54,Lothian
"Bellsquarry, Adambrae & Kirkton",S02002481,2011,316.32,Lothian
Bankton & Murieston,S02002482,2011,136.97,Lothian
Dedridge East,S02002483,2011,1164.6,Lothian
Mid Calder & Kirknewton,S02002484,2011,379.47,Lothian
East Calder,S02002485,2011,520.81,Lothian
Pumpherston & Uphall Station,S02002486,2011,727.6,Lothian
Craigshill,S02002487,2011,1179.68,Lothian
Howden,S02002488,2011,940.86,Lothian
Livingston Village & Eliburn South,S02002489,2011,550.29,Lothian
Ladywell-West Lothian,S02002490,2011,1039.6,Lothian
Knightsridge,S02002491,2011,888.53,Lothian
Knightsridge & Deans North,S02002492,2011,277.41,Lothian
Deans,S02002493,2011,1788.8,Lothian
Carmondean & Eliburn North,S02002494,2011,711.12,Lothian
Seafield,S02002495,2011,1621.48,Lothian
Blackburn-West Lothian,S02002496,2011,1138.52,Lothian
Blaeberry Hill & East Whitburn,S02002497,2011,802.22,Lothian
Whitburn Central,S02002498,2011,1282.32,Lothian
"Whitburn, Croftmalloch & Greenrigg",S02002499,2011,974.19,Lothian
Armadale,S02002500,2011,714.34,Lothian
Armadale South,S02002501,2011,629.61,Lothian
"Bathgate, Wester Inch & Inchcross",S02002502,2011,425.87,Lothian
Bathgate & Boghall,S02002503,2011,1137.78,Lothian
Bathgate East,S02002504,2011,950.87,Lothian
Bathgate West,S02002505,2011,795.07,Lothian
"Blackridge, Westfield & Torphichen",S02002506,2011,616.86,Lothian
Linlithgow South,S02002507,2011,304.14,Lothian
Linlithgow Bridge,S02002508,2011,727.74,Lothian
Linlithgow North,S02002509,2011,196,Lothian
"Winchburgh, Bridgend & Philpstoun",S02002510,2011,699.66,Lothian
Broxburn Kirkhill,S02002511,2011,874.7,Lothian
"Uphall, Dechmont & Ecclesmachan",S02002512,2011,870.46,Lothian
Broxburn South,S02002513,2011,797.44,Lothian
Broxburn East,S02002514,2011,713.23,Lothian
Culter,S02001236,2012,756.83,Grampian
"Cults, Bieldside & Milltimber West",S02001237,2012,369.56,Grampian
"Cults, Bieldside & Milltimber East",S02001238,2012,456.35,Grampian
Garthdee,S02001239,2012,954.41,Grampian
"Braeside, Mannofield, Broomhill & Seafield East",S02001240,2012,324.84,Grampian
"Braeside, Mannofield, Broomhill & Seafield South",S02001241,2012,185.15,Grampian
"Braeside, Mannofield, Broomhill & Seafield North",S02001242,2012,381.57,Grampian
Hazlehead,S02001243,2012,470.46,Grampian
Summerhill,S02001244,2012,1163.25,Grampian
Midstocket,S02001245,2012,164.37,Grampian
Rosemount,S02001246,2012,1484.98,Grampian
West End North,S02001247,2012,365.54,Grampian
West End South,S02001248,2012,395.19,Grampian
City Centre West-Aberdeen City,S02001249,2012,1269.66,Grampian
City Centre East-Aberdeen City,S02001250,2012,2066.21,Grampian
Ferryhill North,S02001251,2012,1074.32,Grampian
Ferryhill South,S02001252,2012,455.09,Grampian
"Kincorth, Leggart & Nigg North",S02001253,2012,1021.21,Grampian
"Kincorth, Leggart & Nigg South",S02001254,2012,680.15,Grampian
Cove South,S02001255,2012,203.43,Grampian
Cove North,S02001256,2012,544.14,Grampian
Torry West,S02001257,2012,1349.38,Grampian
Torry East,S02001258,2012,1781.39,Grampian
Hanover South,S02001259,2012,1104.06,Grampian
Hanover North,S02001260,2012,874.21,Grampian
George Street,S02001261,2012,1845.65,Grampian
Ashgrove,S02001262,2012,1272.73,Grampian
"Froghall, Powis & Sunnybank",S02001263,2012,845.76,Grampian
Seaton,S02001264,2012,2401.9,Grampian
Old Aberdeen,S02001265,2012,1517.77,Grampian
Tillydrone,S02001266,2012,2414.03,Grampian
Woodside-Abeerdeen City,S02001267,2012,2431.91,Grampian
Hilton,S02001268,2012,632.71,Grampian
Stockethill,S02001269,2012,1624,Grampian
Mastrick,S02001270,2012,1359.45,Grampian
Sheddocksley,S02001271,2012,1282.59,Grampian
Cummings Park,S02001272,2012,795.53,Grampian
Northfield,S02001273,2012,982.25,Grampian
Heathryfold & Middlefield,S02001274,2012,1489.25,Grampian
Kingswells,S02001275,2012,467.29,Grampian
Bucksburn South,S02001276,2012,1066.23,Grampian
Bucksburn North,S02001277,2012,440.77,Grampian
Dyce,S02001278,2012,364.82,Grampian
Danestone,S02001279,2012,92.93,Grampian
Oldmachar West,S02001280,2012,281.7,Grampian
Oldmachar East,S02001281,2012,531.3,Grampian
Balgownie & Donmouth West,S02001282,2012,527.9,Grampian
Balgownie & Donmouth East,S02001283,2012,707.98,Grampian
Denmore,S02001284,2012,120.48,Grampian
East Cairngorms,S02001285,2012,385.68,Grampian
Aboyne & South Deeside,S02001286,2012,106.9,Grampian
Mearns & Laurencekirk,S02001287,2012,132.67,Grampian
Mearns South & Benholm,S02001288,2012,176.2,Grampian
Mearns North & Inverbervie,S02001289,2012,282.65,Grampian
"Fetteresso, Netherley & Catter",S02001290,2012,221.54,Grampian
Stonehaven South,S02001291,2012,542.29,Grampian
Stonehaven North,S02001292,2012,297.08,Grampian
Newtonhill,S02001293,2012,101.42,Grampian
Portlethen,S02001294,2012,131.1,Grampian
Banchory-Devenick & Findon,S02001295,2012,116.82,Grampian
"Dunecht, Durris & Drumoak",S02001296,2012,169.89,Grampian
Banchory East,S02001297,2012,251.93,Grampian
Banchory West,S02001298,2012,353.3,Grampian
Crathes & Torphins,S02001299,2012,160.98,Grampian
Cromar & Kildrummy,S02001300,2012,259.8,Grampian
Howe of Alford,S02001301,2012,190.94,Grampian
Kemnay,S02001302,2012,557.29,Grampian
Inverurie North,S02001303,2012,281.48,Grampian
Inverurie South,S02001304,2012,702.12,Grampian
Durno-Chapel of Garioch,S02001305,2012,86.89,Grampian
Kintore,S02001306,2012,126.99,Grampian
Blackburn-Aberdeenshire,S02001307,2012,55.63,Grampian
Westhill North & South,S02001308,2012,135.69,Grampian
Westhill Central,S02001309,2012,228.75,Grampian
Garlogie & Elrick,S02001310,2012,190.75,Grampian
Newmachar & Fintray,S02001311,2012,261.67,Grampian
Balmedie & Potterton,S02001312,2012,253.43,Grampian
Ellon East,S02001313,2012,291.02,Grampian
Ellon West,S02001314,2012,400.52,Grampian
Ythanside,S02001315,2012,313.2,Grampian
Ythsie,S02001316,2012,105.57,Grampian
Barrahill,S02001317,2012,402.24,Grampian
Fyvie-Rothie,S02001318,2012,204.71,Grampian
"Insch, Oyne & Ythanwells",S02001319,2012,281.03,Grampian
Clashindarroch,S02001320,2012,299.48,Grampian
Huntly,S02001321,2012,926.34,Grampian
Auchterless & Monquhitter,S02001322,2012,129.13,Grampian
Turriff,S02001323,2012,538.14,Grampian
"Portsoy, Fordyce & Cornhill",S02001324,2012,520.46,Grampian
Aberchirder & Whitehills,S02001325,2012,301.67,Grampian
Banff,S02001326,2012,558.04,Grampian
Macduff,S02001327,2012,328.88,Grampian
Gardenstown & King Edward,S02001328,2012,242.55,Grampian
New Pitsligo,S02001329,2012,290.71,Grampian
Deer & Mormond,S02001330,2012,277.25,Grampian
Mintlaw,S02001331,2012,324.79,Grampian
Auchnagatt,S02001332,2012,285.94,Grampian
Cruden,S02001333,2012,349.35,Grampian
Peterhead Links,S02001334,2012,446.4,Grampian
Peterhead Bay,S02001335,2012,577.48,Grampian
Peterhead Harbour,S02001336,2012,995.13,Grampian
Peterhead Ugieside,S02001337,2012,211.17,Grampian
Longside & Rattray,S02001338,2012,196.68,Grampian
Rosehearty & Strathbeg,S02001339,2012,348.06,Grampian
Fraserburgh Smiddyhill,S02001340,2012,360.98,Grampian
Fraserburgh Lochpots,S02001341,2012,637.62,Grampian
Fraserburgh Central-Academy,S02001342,2012,937.23,Grampian
Fraserburgh Harbour & Broadsea,S02001343,2012,788.95,Grampian
South Angus,S02001344,2012,121.31,Tayside
Monikie,S02001345,2012,203.98,Tayside
Monifieth West,S02001346,2012,233.47,Tayside
Monifieth East,S02001347,2012,520.67,Tayside
Carnoustie West,S02001348,2012,607.8,Tayside
Carnoustie East,S02001349,2012,210.11,Tayside
Arbroath Landward,S02001350,2012,155,Tayside
Arbroath Kirkton,S02001351,2012,204.79,Tayside
Arbroath Keptie,S02001352,2012,367.37,Tayside
Arbroath Harbour,S02001353,2012,959.53,Tayside
Arbroath Cliffburn,S02001354,2012,378.42,Tayside
Arbroath Warddykes,S02001355,2012,816.02,Tayside
Lunan,S02001356,2012,274.71,Tayside
Montrose South,S02001357,2012,1006.82,Tayside
Montrose North,S02001358,2012,478.37,Tayside
Hillside,S02001359,2012,136.78,Tayside
Friockheim,S02001360,2012,380.48,Tayside
Brechin East,S02001361,2012,573.11,Tayside
Brechin West,S02001362,2012,177.87,Tayside
Letham & Glamis,S02001363,2012,198.97,Tayside
Forfar East,S02001364,2012,206.45,Tayside
Forfar Central,S02001365,2012,462.95,Tayside
Forfar West,S02001366,2012,243.91,Tayside
Kirriemuir Landward,S02001367,2012,128.62,Tayside
Kirriemuir,S02001368,2012,147.11,Tayside
Angus Glens,S02001369,2012,210.67,Tayside
"Mull, Iona, Coll & Tiree",S02001370,2012,134.12,Highland
Oban South,S02001371,2012,1530.99,Highland
Oban North,S02001372,2012,400.58,Highland
Benderloch Trail,S02001373,2012,507.21,Highland
Loch Awe,S02001374,2012,551.75,Highland
Mid Argyll,S02001375,2012,311.52,Highland
Greater Lochgilphead,S02001376,2012,867.91,Highland
Knapdale,S02001377,2012,628.82,Highland
Whisky Isles,S02001378,2012,767.34,Highland
Kintyre Trail,S02001379,2012,134.25,Highland
Campbeltown,S02001380,2012,1076.43,Highland
Bute,S02001381,2012,421.48,Highland
Rothesay Town,S02001382,2012,1063.38,Highland
Cowal South,S02001383,2012,503.5,Highland
Cowal North,S02001384,2012,355.59,Highland
Hunter's Quay,S02001385,2012,604.8,Highland
Dunoon,S02001386,2012,1310.49,Highland
Garelochhead,S02001387,2012,455.69,Highland
Helensburgh West & Rhu,S02001388,2012,822.63,Highland
Helensburgh North,S02001389,2012,321.3,Highland
Helensburgh Centre,S02001390,2012,842.9,Highland
Helensburgh East,S02001391,2012,1120.36,Highland
Lomond Shore,S02001392,2012,360.64,Highland
Tullibody South,S02001393,2012,419.97,Forth Valley
Tullibody North & Glenochil,S02001394,2012,362.24,Forth Valley
Menstrie,S02001395,2012,319.53,Forth Valley
Alva,S02001396,2012,570.19,Forth Valley
"Fishcross, Devon Village & Coalsnaughton",S02001397,2012,611.86,Forth Valley
Tillicoultry,S02001398,2012,909.86,Forth Valley
Dollar & Muckhart,S02001399,2012,91.16,Forth Valley
"Clackmannan, Kennet & Forestmill",S02001400,2012,391.17,Forth Valley
Sauchie,S02001401,2012,368.38,Forth Valley
Alloa South & East,S02001402,2012,1276.87,Forth Valley
Alloa North,S02001403,2012,409.87,Forth Valley
Alloa West,S02001404,2012,260.73,Forth Valley
Stranraer West,S02001405,2012,829.06,Dumfries and Galloway
Stranraer East,S02001406,2012,886.91,Dumfries and Galloway
Stranraer South,S02001407,2012,345.34,Dumfries and Galloway
Rhins North,S02001408,2012,780.89,Dumfries and Galloway
Rhins South,S02001409,2012,458.27,Dumfries and Galloway
Machars North,S02001410,2012,375.76,Dumfries and Galloway
Machars South,S02001411,2012,380.94,Dumfries and Galloway
